rank,uuid,collection_filter,canonical_id,expected_title,expected_year,expected_number,title,observed_act_id,observed_act_year,observed_act_number,collection,state_name,no_of_section,handle,last_modified,api_url,public_url,sections_url,schedules_url,inventory_source_blob_sha256,raw_blob_sha256
42,513f7343-207c-4e36-abff-56a0bfee369c,ACT,,,,,"The Dam Safety Act, 2021",AC_CEN_199_1516_00001_202141_1641277357892,2021,41,ACT,CENTRAL,0,123456789/496081,,https://indiacode.gov.in/server/api/core/items/513f7343-207c-4e36-abff-56a0bfee369c,https://indiacode.gov.in/act/513f7343-207c-4e36-abff-56a0bfee369c,https://indiacode.gov.in/act/513f7343-207c-4e36-abff-56a0bfee369c/sections,https://indiacode.gov.in/act/513f7343-207c-4e36-abff-56a0bfee369c/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
43,d04e7411-8d1e-47ef-ad36-0b3c1216bb0c,ACT,,,,,"The Farm Laws Repeal Act, 2021",AC_CEN_23_31_00012_202140_1638437177885,2021,40,ACT,CENTRAL,0,123456789/496136,,https://indiacode.gov.in/server/api/core/items/d04e7411-8d1e-47ef-ad36-0b3c1216bb0c,https://indiacode.gov.in/act/d04e7411-8d1e-47ef-ad36-0b3c1216bb0c,https://indiacode.gov.in/act/d04e7411-8d1e-47ef-ad36-0b3c1216bb0c/sections,https://indiacode.gov.in/act/d04e7411-8d1e-47ef-ad36-0b3c1216bb0c/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
44,d61b7035-e74d-4dfc-bce6-020efe804127,ACT,,,,,"The Commission for Air Quality Management in National Capital Region and Adjoining Areas Act, 2021",AC_CEN_16_0_00011_202129_1629266138666,2021,29,ACT,CENTRAL,0,123456789/496019,,https://indiacode.gov.in/server/api/core/items/d61b7035-e74d-4dfc-bce6-020efe804127,https://indiacode.gov.in/act/d61b7035-e74d-4dfc-bce6-020efe804127,https://indiacode.gov.in/act/d61b7035-e74d-4dfc-bce6-020efe804127/sections,https://indiacode.gov.in/act/d61b7035-e74d-4dfc-bce6-020efe804127/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
45,56616371-ec19-4733-ba12-4cebb5717c64,ACT,,,,,"The Inland Vessels Act, 2021",AC_CEN_198_0_00002_202124_1645693186182,2021,24,ACT,CENTRAL,0,123456789/496074,,https://indiacode.gov.in/server/api/core/items/56616371-ec19-4733-ba12-4cebb5717c64,https://indiacode.gov.in/act/56616371-ec19-4733-ba12-4cebb5717c64,https://indiacode.gov.in/act/56616371-ec19-4733-ba12-4cebb5717c64/sections,https://indiacode.gov.in/act/56616371-ec19-4733-ba12-4cebb5717c64/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
46,7b686c39-2b3f-488a-8cd1-0f2a6d890d35,ACT,,,,,"The National Institutes of Food Technology, Entrepreneurship and Management Act, 2021.",AC_CEN_39_65_00001_202119_1633427623344,2021,19,ACT,CENTRAL,0,123456789/496382,,https://indiacode.gov.in/server/api/core/items/7b686c39-2b3f-488a-8cd1-0f2a6d890d35,https://indiacode.gov.in/act/7b686c39-2b3f-488a-8cd1-0f2a6d890d35,https://indiacode.gov.in/act/7b686c39-2b3f-488a-8cd1-0f2a6d890d35/sections,https://indiacode.gov.in/act/7b686c39-2b3f-488a-8cd1-0f2a6d890d35/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
47,040e5e03-bbf4-46d4-a75f-d032e28296d6,ACT,,,,,"The National Bank for Financing Infrastructure and Development Act, 2021",AC_CEN_2_33_00047_202117_1619088293867,2021,17,ACT,CENTRAL,0,123456789/496323,,https://indiacode.gov.in/server/api/core/items/040e5e03-bbf4-46d4-a75f-d032e28296d6,https://indiacode.gov.in/act/040e5e03-bbf4-46d4-a75f-d032e28296d6,https://indiacode.gov.in/act/040e5e03-bbf4-46d4-a75f-d032e28296d6/sections,https://indiacode.gov.in/act/040e5e03-bbf4-46d4-a75f-d032e28296d6/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
48,b87a0db4-08c8-40c7-be3f-ea2de1641560,ACT,,,,,"The National Commission for Allied and Healthcare Professions Act, 2021",AC_CEN_12_13_00023_202114_1622792373723,2021,14,ACT,CENTRAL,0,123456789/495990,,https://indiacode.gov.in/server/api/core/items/b87a0db4-08c8-40c7-be3f-ea2de1641560,https://indiacode.gov.in/act/b87a0db4-08c8-40c7-be3f-ea2de1641560,https://indiacode.gov.in/act/b87a0db4-08c8-40c7-be3f-ea2de1641560/sections,https://indiacode.gov.in/act/b87a0db4-08c8-40c7-be3f-ea2de1641560/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
49,a8e6458e-5da7-44d4-9dc7-9930f7faffe2,ACT,,,,,"The Major Port Authorities Act, 2021",AC_CEN_198_0_00001_202101_1636538981512,2021,1,ACT,CENTRAL,0,123456789/496073,,https://indiacode.gov.in/server/api/core/items/a8e6458e-5da7-44d4-9dc7-9930f7faffe2,https://indiacode.gov.in/act/a8e6458e-5da7-44d4-9dc7-9930f7faffe2,https://indiacode.gov.in/act/a8e6458e-5da7-44d4-9dc7-9930f7faffe2/sections,https://indiacode.gov.in/act/a8e6458e-5da7-44d4-9dc7-9930f7faffe2/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
50,1105cbcb-a765-4321-9758-8b92289371ac,ACT,,,,,"The Code on Social Security, 2020",AC_CEN_6_0_00036_202036_1623221080799,2020,36,ACT,CENTRAL,0,123456789/496700,,https://indiacode.gov.in/server/api/core/items/1105cbcb-a765-4321-9758-8b92289371ac,https://indiacode.gov.in/act/1105cbcb-a765-4321-9758-8b92289371ac,https://indiacode.gov.in/act/1105cbcb-a765-4321-9758-8b92289371ac/sections,https://indiacode.gov.in/act/1105cbcb-a765-4321-9758-8b92289371ac/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
51,68f0e43a-9120-4028-8e08-0f63f5a0e061,ACT,,,,,"The Occupational Safety, Health and Working Conditions Code, 2020",AC_CEN_6_0_00037_2020-37_1764583355013,2020,37,ACT,CENTRAL,0,123456789/496701,,https://indiacode.gov.in/server/api/core/items/68f0e43a-9120-4028-8e08-0f63f5a0e061,https://indiacode.gov.in/act/68f0e43a-9120-4028-8e08-0f63f5a0e061,https://indiacode.gov.in/act/68f0e43a-9120-4028-8e08-0f63f5a0e061/sections,https://indiacode.gov.in/act/68f0e43a-9120-4028-8e08-0f63f5a0e061/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
52,8f89967d-6d71-4d1c-bed5-53b6bf63d432,ACT,,,,,"The Industrial Relations Code, 2020",AC_CEN_6_0_00038_2020-35_1764741523513,2020,35,ACT,CENTRAL,0,123456789/496702,,https://indiacode.gov.in/server/api/core/items/8f89967d-6d71-4d1c-bed5-53b6bf63d432,https://indiacode.gov.in/act/8f89967d-6d71-4d1c-bed5-53b6bf63d432,https://indiacode.gov.in/act/8f89967d-6d71-4d1c-bed5-53b6bf63d432/sections,https://indiacode.gov.in/act/8f89967d-6d71-4d1c-bed5-53b6bf63d432/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
53,7c20575d-39bf-43d9-ac91-90240f7e8114,ACT,,,,,"The National Forensic Sciences University Act, 2020",AC_CEN_5_1461_00001_202032_1602501703622,2020,32,ACT,CENTRAL,0,123456789/496520,,https://indiacode.gov.in/server/api/core/items/7c20575d-39bf-43d9-ac91-90240f7e8114,https://indiacode.gov.in/act/7c20575d-39bf-43d9-ac91-90240f7e8114,https://indiacode.gov.in/act/7c20575d-39bf-43d9-ac91-90240f7e8114/sections,https://indiacode.gov.in/act/7c20575d-39bf-43d9-ac91-90240f7e8114/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
54,e4544076-6ee6-4d07-9e4e-9eb165dfac21,ACT,,,,,"The Bilateral Netting of Qualified Financial Contracts Act, 2020",AC_CEN_2_11_00032_202030_1602065217441,2020,30,ACT,CENTRAL,0,123456789/496254,,https://indiacode.gov.in/server/api/core/items/e4544076-6ee6-4d07-9e4e-9eb165dfac21,https://indiacode.gov.in/act/e4544076-6ee6-4d07-9e4e-9eb165dfac21,https://indiacode.gov.in/act/e4544076-6ee6-4d07-9e4e-9eb165dfac21/sections,https://indiacode.gov.in/act/e4544076-6ee6-4d07-9e4e-9eb165dfac21/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
55,e7ccce42-9b4c-4ad4-bd1d-aca88f36caa5,ACT,,,,,"The Rashtriya Raksha University Act, 2020.",AC_CEN_5_23_00048_202031_1602487878914,2020,31,ACT,CENTRAL,0,123456789/496547,,https://indiacode.gov.in/server/api/core/items/e7ccce42-9b4c-4ad4-bd1d-aca88f36caa5,https://indiacode.gov.in/act/e7ccce42-9b4c-4ad4-bd1d-aca88f36caa5,https://indiacode.gov.in/act/e7ccce42-9b4c-4ad4-bd1d-aca88f36caa5/sections,https://indiacode.gov.in/act/e7ccce42-9b4c-4ad4-bd1d-aca88f36caa5/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
56,deedf123-8be5-43ce-89df-874f77c36948,ACT,,,,,"The Jammu and Kashmir Official Languages Act, 2020.",AC_CEN_5_34_00004_202023_1601447366243,2020,23,ACT,CENTRAL,0,123456789/496574,,https://indiacode.gov.in/server/api/core/items/deedf123-8be5-43ce-89df-874f77c36948,https://indiacode.gov.in/act/deedf123-8be5-43ce-89df-874f77c36948,https://indiacode.gov.in/act/deedf123-8be5-43ce-89df-874f77c36948/sections,https://indiacode.gov.in/act/deedf123-8be5-43ce-89df-874f77c36948/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
57,21bfb618-b158-4641-aea3-2b67303123a1,ACT,,,,,"The Institute of Teaching and Research in Ayurveda Act, 2020",AC_CEN_51_0_00005_202016_1603175098070,2020,16,ACT,CENTRAL,0,123456789/496519,,https://indiacode.gov.in/server/api/core/items/21bfb618-b158-4641-aea3-2b67303123a1,https://indiacode.gov.in/act/21bfb618-b158-4641-aea3-2b67303123a1,https://indiacode.gov.in/act/21bfb618-b158-4641-aea3-2b67303123a1/sections,https://indiacode.gov.in/act/21bfb618-b158-4641-aea3-2b67303123a1/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
58,e29eb2f0-8c70-4de9-98d6-b16da6304989,ACT,,,,,"The National Commission for Indian System of Medicine Act, 2020",AC_CEN_51_0_00003_202014_1602498622060,2020,14,ACT,CENTRAL,0,123456789/496517,,https://indiacode.gov.in/server/api/core/items/e29eb2f0-8c70-4de9-98d6-b16da6304989,https://indiacode.gov.in/act/e29eb2f0-8c70-4de9-98d6-b16da6304989,https://indiacode.gov.in/act/e29eb2f0-8c70-4de9-98d6-b16da6304989/sections,https://indiacode.gov.in/act/e29eb2f0-8c70-4de9-98d6-b16da6304989/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
59,10e7b056-593b-473a-95fb-7eff54bd86e7,ACT,,,,,"The National Commission for Homoeopathy Act, 2020.",AC_CEN_51_0_00004_202015_1602499849967,2020,15,ACT,CENTRAL,0,123456789/496518,,https://indiacode.gov.in/server/api/core/items/10e7b056-593b-473a-95fb-7eff54bd86e7,https://indiacode.gov.in/act/10e7b056-593b-473a-95fb-7eff54bd86e7,https://indiacode.gov.in/act/10e7b056-593b-473a-95fb-7eff54bd86e7/sections,https://indiacode.gov.in/act/10e7b056-593b-473a-95fb-7eff54bd86e7/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
60,a687d26d-617b-4069-81f0-19cdfe845234,ACT,,,,,"The Marine Aids to Navigation Act, 2021.",AC_CEN_198_0_00003_202120_1648026775700,2021,20,ACT,CENTRAL,0,123456789/496075,,https://indiacode.gov.in/server/api/core/items/a687d26d-617b-4069-81f0-19cdfe845234,https://indiacode.gov.in/act/a687d26d-617b-4069-81f0-19cdfe845234,https://indiacode.gov.in/act/a687d26d-617b-4069-81f0-19cdfe845234/sections,https://indiacode.gov.in/act/a687d26d-617b-4069-81f0-19cdfe845234/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
61,c05b906e-8beb-421d-a8f2-b3de8feb2ac2,ACT,,,,,"The Central Sanskrit Universities Act, 2020",AC_CEN_9_30_00043_202005_1587725302551,2020,5,ACT,CENTRAL,0,123456789/496766,,https://indiacode.gov.in/server/api/core/items/c05b906e-8beb-421d-a8f2-b3de8feb2ac2,https://indiacode.gov.in/act/c05b906e-8beb-421d-a8f2-b3de8feb2ac2,https://indiacode.gov.in/act/c05b906e-8beb-421d-a8f2-b3de8feb2ac2/sections,https://indiacode.gov.in/act/c05b906e-8beb-421d-a8f2-b3de8feb2ac2/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
62,7ea3baa5-eb62-47ea-aab3-33337ad45592,ACT,,,,,"The Direct Tax Vivad se Vishwas Act, 2020",AC_CEN_2_2_00039_202003_1584597766943,2020,3,ACT,CENTRAL,0,123456789/496304,,https://indiacode.gov.in/server/api/core/items/7ea3baa5-eb62-47ea-aab3-33337ad45592,https://indiacode.gov.in/act/7ea3baa5-eb62-47ea-aab3-33337ad45592,https://indiacode.gov.in/act/7ea3baa5-eb62-47ea-aab3-33337ad45592/sections,https://indiacode.gov.in/act/7ea3baa5-eb62-47ea-aab3-33337ad45592/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
63,de09ad4f-ff21-4ac0-90b3-2b6aa0f06731,ACT,,,,,"The Transgender Persons (Protection of Rights) Act, 2019.",AC_CEN_25_35_00007_201940_1579157374013,2019,40,ACT,CENTRAL,0,123456789/496162,,https://indiacode.gov.in/server/api/core/items/de09ad4f-ff21-4ac0-90b3-2b6aa0f06731,https://indiacode.gov.in/act/de09ad4f-ff21-4ac0-90b3-2b6aa0f06731,https://indiacode.gov.in/act/de09ad4f-ff21-4ac0-90b3-2b6aa0f06731/sections,https://indiacode.gov.in/act/de09ad4f-ff21-4ac0-90b3-2b6aa0f06731/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
64,6177464e-ebb1-42bd-ba19-9fc6fd75bee1,ACT,,,,,"The International Financial Services Centres Authority Act, 2019",AC_CEN_2_11_00031_201950_1589797713024,2019,50,ACT,CENTRAL,0,123456789/496252,,https://indiacode.gov.in/server/api/core/items/6177464e-ebb1-42bd-ba19-9fc6fd75bee1,https://indiacode.gov.in/act/6177464e-ebb1-42bd-ba19-9fc6fd75bee1,https://indiacode.gov.in/act/6177464e-ebb1-42bd-ba19-9fc6fd75bee1/sections,https://indiacode.gov.in/act/6177464e-ebb1-42bd-ba19-9fc6fd75bee1/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
65,4793a48f-4471-4f6e-bba6-ed6738e8e7de,ACT,,,,,"The Recycling of Ships Act, 2019",AC_CEN_7_0_00023_201949_1604576474487,2019,49,ACT,CENTRAL,0,123456789/496714,,https://indiacode.gov.in/server/api/core/items/4793a48f-4471-4f6e-bba6-ed6738e8e7de,https://indiacode.gov.in/act/4793a48f-4471-4f6e-bba6-ed6738e8e7de,https://indiacode.gov.in/act/4793a48f-4471-4f6e-bba6-ed6738e8e7de/sections,https://indiacode.gov.in/act/4793a48f-4471-4f6e-bba6-ed6738e8e7de/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
66,4bcba928-8799-438f-8211-99d543dc9bad,ACT,,,,,"The Dadra and Nagar Haveli and Daman and Diu (Merger of Union territories) Act, 2019",AC_CEN_3_20_00078_201944_1576735558443,2019,44,ACT,CENTRAL,0,123456789/496457,,https://indiacode.gov.in/server/api/core/items/4bcba928-8799-438f-8211-99d543dc9bad,https://indiacode.gov.in/act/4bcba928-8799-438f-8211-99d543dc9bad,https://indiacode.gov.in/act/4bcba928-8799-438f-8211-99d543dc9bad/sections,https://indiacode.gov.in/act/4bcba928-8799-438f-8211-99d543dc9bad/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
67,e534a245-936d-433c-bdc3-44b475a2a01d,ACT,,,,,"The Prohibition of Electronic Cigarettes (Production, Manufacture, Import, Export, Transport, Sale, Distribution, Storage and Advertisement) Act, 2019",AC_CEN_3_20_00077_201942_1576735296048,2019,42,ACT,CENTRAL,0,123456789/496456,,https://indiacode.gov.in/server/api/core/items/e534a245-936d-433c-bdc3-44b475a2a01d,https://indiacode.gov.in/act/e534a245-936d-433c-bdc3-44b475a2a01d,https://indiacode.gov.in/act/e534a245-936d-433c-bdc3-44b475a2a01d/sections,https://indiacode.gov.in/act/e534a245-936d-433c-bdc3-44b475a2a01d/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
68,119dd8ac-6de2-4a68-aae2-650a7045a95e,ACT,,,,,"The National Capital Territory of Delhi (Recognition of Property Rights of Residents in Unauthorised Colonies) Act, 2019",AC_CEN_3_20_00079_201945_1576820830514,2019,45,ACT,CENTRAL,0,123456789/496458,,https://indiacode.gov.in/server/api/core/items/119dd8ac-6de2-4a68-aae2-650a7045a95e,https://indiacode.gov.in/act/119dd8ac-6de2-4a68-aae2-650a7045a95e,https://indiacode.gov.in/act/119dd8ac-6de2-4a68-aae2-650a7045a95e/sections,https://indiacode.gov.in/act/119dd8ac-6de2-4a68-aae2-650a7045a95e/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
69,0545d74a-2e1e-416f-acd4-7bde099d06d8,ACT,,,,,"The Jammu and Kashmir Reorganisation Act, 2019",AC_CEN_3_20_00071_201934_1568889824041,2019,34,ACT,CENTRAL,0,123456789/496447,,https://indiacode.gov.in/server/api/core/items/0545d74a-2e1e-416f-acd4-7bde099d06d8,https://indiacode.gov.in/act/0545d74a-2e1e-416f-acd4-7bde099d06d8,https://indiacode.gov.in/act/0545d74a-2e1e-416f-acd4-7bde099d06d8/sections,https://indiacode.gov.in/act/0545d74a-2e1e-416f-acd4-7bde099d06d8/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
70,1b6c1754-47b1-411e-9607-1712a9caf368,ACT,,,,,"The Consumer Protection Act, 2019",AC_CEN_21_44_00007_201935_1596441164903,2019,35,ACT,CENTRAL,0,123456789/496115,,https://indiacode.gov.in/server/api/core/items/1b6c1754-47b1-411e-9607-1712a9caf368,https://indiacode.gov.in/act/1b6c1754-47b1-411e-9607-1712a9caf368,https://indiacode.gov.in/act/1b6c1754-47b1-411e-9607-1712a9caf368/sections,https://indiacode.gov.in/act/1b6c1754-47b1-411e-9607-1712a9caf368/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
71,77a51a9b-c4c0-455c-809c-13d2efb3c8e5,ACT,,,,,"The Code on Wages, 2019",AC_CEN_6_0_00035_201929_1608714855550,2019,29,ACT,CENTRAL,0,123456789/496699,,https://indiacode.gov.in/server/api/core/items/77a51a9b-c4c0-455c-809c-13d2efb3c8e5,https://indiacode.gov.in/act/77a51a9b-c4c0-455c-809c-13d2efb3c8e5,https://indiacode.gov.in/act/77a51a9b-c4c0-455c-809c-13d2efb3c8e5/sections,https://indiacode.gov.in/act/77a51a9b-c4c0-455c-809c-13d2efb3c8e5/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
72,1318e9a0-e1b1-458b-992a-aef1121141c7,ACT,,,,,"The National Medical Commission Act, 2019",AC_CEN_12_13_00022_201930_1568010505879,2019,30,ACT,CENTRAL,0,123456789/495987,,https://indiacode.gov.in/server/api/core/items/1318e9a0-e1b1-458b-992a-aef1121141c7,https://indiacode.gov.in/act/1318e9a0-e1b1-458b-992a-aef1121141c7,https://indiacode.gov.in/act/1318e9a0-e1b1-458b-992a-aef1121141c7/sections,https://indiacode.gov.in/act/1318e9a0-e1b1-458b-992a-aef1121141c7/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
73,1a32f92a-a8fa-4fc8-8d24-54f01e8dcd18,ACT,,,,,"The Repealing and Amending Act, 2019",AC_CEN_3_20_00072_2_1568963149894,2019,31,ACT,CENTRAL,0,123456789/496450,,https://indiacode.gov.in/server/api/core/items/1a32f92a-a8fa-4fc8-8d24-54f01e8dcd18,https://indiacode.gov.in/act/1a32f92a-a8fa-4fc8-8d24-54f01e8dcd18,https://indiacode.gov.in/act/1a32f92a-a8fa-4fc8-8d24-54f01e8dcd18/sections,https://indiacode.gov.in/act/1a32f92a-a8fa-4fc8-8d24-54f01e8dcd18/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
74,10cdb6e4-fa42-428f-b256-4cff98671b38,ACT,,,,,"The Banning of Unregulated Deposit Schemes Act, 2019",AC_CEN_3_20_00070_A2019-21_1566198986977,2019,21,ACT,CENTRAL,0,123456789/496446,,https://indiacode.gov.in/server/api/core/items/10cdb6e4-fa42-428f-b256-4cff98671b38,https://indiacode.gov.in/act/10cdb6e4-fa42-428f-b256-4cff98671b38,https://indiacode.gov.in/act/10cdb6e4-fa42-428f-b256-4cff98671b38/sections,https://indiacode.gov.in/act/10cdb6e4-fa42-428f-b256-4cff98671b38/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
75,1f82ee21-741f-4a57-94ef-b26040d515b9,ACT,,,,,"The Muslim Women (Protection of Rights on Marriage) Act, 2019.",AC_CEN_3_20_00069_201920_1565334896444,2019,20,ACT,CENTRAL,0,123456789/496444,,https://indiacode.gov.in/server/api/core/items/1f82ee21-741f-4a57-94ef-b26040d515b9,https://indiacode.gov.in/act/1f82ee21-741f-4a57-94ef-b26040d515b9,https://indiacode.gov.in/act/1f82ee21-741f-4a57-94ef-b26040d515b9/sections,https://indiacode.gov.in/act/1f82ee21-741f-4a57-94ef-b26040d515b9/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
76,63bab083-5f93-495f-8a92-6aca182f20c4,ACT,,,,,"The India International Arbitration Centre Act, 2019",AC_CEN_3_46_00012_A2019-17_1564468638143,2019,17,ACT,CENTRAL,0,123456789/496501,,https://indiacode.gov.in/server/api/core/items/63bab083-5f93-495f-8a92-6aca182f20c4,https://indiacode.gov.in/act/63bab083-5f93-495f-8a92-6aca182f20c4,https://indiacode.gov.in/act/63bab083-5f93-495f-8a92-6aca182f20c4/sections,https://indiacode.gov.in/act/63bab083-5f93-495f-8a92-6aca182f20c4/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
77,d490f4f1-6e27-4d94-9c1c-a4a1f8f9d647,ACT,,,,,"The Central Educational Institutions (Reservation in Teachers Cadre) Act, 2019",AC_CEN_9_30_00043_201910_1562758090123,2019,10,ACT,CENTRAL,0,123456789/496765,,https://indiacode.gov.in/server/api/core/items/d490f4f1-6e27-4d94-9c1c-a4a1f8f9d647,https://indiacode.gov.in/act/d490f4f1-6e27-4d94-9c1c-a4a1f8f9d647,https://indiacode.gov.in/act/d490f4f1-6e27-4d94-9c1c-a4a1f8f9d647/sections,https://indiacode.gov.in/act/d490f4f1-6e27-4d94-9c1c-a4a1f8f9d647/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
78,b7dbc124-2097-4fae-be9d-6ed1983bcb48,ACT,,,,,"The National Sports University Act, 2018",AC_CEN_34_92_00001_A2018-25_1542612433983,2018,25,ACT,CENTRAL,0,123456789/496360,,https://indiacode.gov.in/server/api/core/items/b7dbc124-2097-4fae-be9d-6ed1983bcb48,https://indiacode.gov.in/act/b7dbc124-2097-4fae-be9d-6ed1983bcb48,https://indiacode.gov.in/act/b7dbc124-2097-4fae-be9d-6ed1983bcb48/sections,https://indiacode.gov.in/act/b7dbc124-2097-4fae-be9d-6ed1983bcb48/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
79,2d28c666-8121-4f89-b6f9-fba78d43272a,ACT,,,,,"The National Commission for Backward Classes (Repeal) Act, 2018",AC_CEN_25_35_00006_A2018-24_1542613153379,2018,24,ACT,CENTRAL,0,123456789/496160,,https://indiacode.gov.in/server/api/core/items/2d28c666-8121-4f89-b6f9-fba78d43272a,https://indiacode.gov.in/act/2d28c666-8121-4f89-b6f9-fba78d43272a,https://indiacode.gov.in/act/2d28c666-8121-4f89-b6f9-fba78d43272a/sections,https://indiacode.gov.in/act/2d28c666-8121-4f89-b6f9-fba78d43272a/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
80,8129f247-6e83-4fbe-889e-1d1ac3a465b6,ACT,,,,,"The Fugitive Economic Offenders Act, 2018",AC_CEN_2_11_00032_A2018-17_1542613466306,2018,17,ACT,CENTRAL,0,123456789/496255,,https://indiacode.gov.in/server/api/core/items/8129f247-6e83-4fbe-889e-1d1ac3a465b6,https://indiacode.gov.in/act/8129f247-6e83-4fbe-889e-1d1ac3a465b6,https://indiacode.gov.in/act/8129f247-6e83-4fbe-889e-1d1ac3a465b6/sections,https://indiacode.gov.in/act/8129f247-6e83-4fbe-889e-1d1ac3a465b6/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
81,1255efa3-568b-447b-b3cd-8806785eacb5,ACT,,,,,"The Indian Institute of Petroleum and Energy Act, 2017",AC_CEN_32_0_00011_201803_1523880255984,2018,3,ACT,CENTRAL,0,123456789/496344,,https://indiacode.gov.in/server/api/core/items/1255efa3-568b-447b-b3cd-8806785eacb5,https://indiacode.gov.in/act/1255efa3-568b-447b-b3cd-8806785eacb5,https://indiacode.gov.in/act/1255efa3-568b-447b-b3cd-8806785eacb5/sections,https://indiacode.gov.in/act/1255efa3-568b-447b-b3cd-8806785eacb5/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
82,6e5486b4-3f6c-4b92-9bb8-bc233017ee5f,ACT,,,,,"The Repealing and Amending Act, 2017",AC_CEN_3_20_00067_201802_1523879770599,2018,2,ACT,CENTRAL,0,123456789/496442,,https://indiacode.gov.in/server/api/core/items/6e5486b4-3f6c-4b92-9bb8-bc233017ee5f,https://indiacode.gov.in/act/6e5486b4-3f6c-4b92-9bb8-bc233017ee5f,https://indiacode.gov.in/act/6e5486b4-3f6c-4b92-9bb8-bc233017ee5f/sections,https://indiacode.gov.in/act/6e5486b4-3f6c-4b92-9bb8-bc233017ee5f/schedules,9067cfd7a4a46e1047adde176d4f51c6f322237dc21cf360780289fff315509a,
